코드그룹,년도,지역,구분,국비,사비,합계
J84,2023,광주,질병,5,4,9
J84,2023,대구,질병,8,1,9
J84,2023,대전,질병,1,1,2
J84,2023,부산,질병,12,1,13
J84,2023,서울,질병,83,46,129
J85,2019,대구,질병,1,0,1
J85,2019,서울,질병,7,2,9
J85,2020,광주,질병,0,2,2
J85,2020,서울,질병,11,11,22
J85,2021,대구,질병,1,0,1
J85,2021,부산,질병,1,2,3
J85,2021,서울,질병,7,3,10
J85,2022,광주,질병,2,0,2
J85,2022,대구,질병,1,0,1
J85,2022,부산,질병,1,0,1
J85,2022,서울,질병,4,3,7
J85,2023,광주,질병,1,0,1
J85,2023,부산,질병,2,0,2
J85,2023,서울,질병,9,7,16
J86,2019,광주,질병,5,1,6
J86,2019,대구,질병,0,1,1
J86,2019,대전,질병,1,0,1
J86,2019,서울,질병,13,8,21
J86,2020,광주,질병,2,3,5
J86,2020,서울,질병,19,12,31
J86,2020,인천,질병,1,0,1
J86,2021,광주,질병,1,3,4
J86,2021,서울,질병,25,8,33
J86,2021,인천,질병,0,4,4
J86,2022,광주,질병,2,1,3
J86,2022,대구,질병,1,0,1
J86,2022,대전,질병,1,0,1
J86,2022,서울,질병,5,5,10
J86,2023,광주,질병,2,0,2
J86,2023,대전,질병,2,0,2
J86,2023,서울,질병,25,13,38
J90,2019,광주,질병,2,11,13
J90,2019,대구,질병,14,21,35
J90,2019,대전,질병,18,24,42
J90,2019,부산,질병,1,1,2
J90,2019,서울,질병,324,279,603
J90,2019,인천,질병,0,1,1
J90,2020,광주,질병,1,7,8
J90,2020,대구,질병,11,5,16
J90,2020,대전,질병,9,9,18
J90,2020,서울,질병,330,282,612
J90,2020,인천,질병,0,3,3
J90,2021,광주,질병,5,7,12
J90,2021,대구,질병,20,10,30
J90,2021,대전,질병,10,8,18
J90,2021,부산,질병,9,3,12
J90,2021,서울,질병,168,164,332
J90,2021,인천,질병,0,7,7
J90,2022,광주,질병,1,2,3
J90,2022,대구,질병,21,26,47
J90,2022,대전,질병,4,12,16
J90,2022,부산,질병,5,5,10
J90,2022,서울,질병,192,174,366
J90,2023,광주,질병,2,1,3
J90,2023,대구,질병,31,27,58
J90,2023,대전,질병,24,20,44
J90,2023,부산,질병,4,3,7
J90,2023,서울,질병,164,169,333
J90,2023,인천,질병,0,1,1
J91,2019,부산,질병,1,0,1
J91,2020,대구,질병,1,0,1
J91,2020,서울,질병,1,0,1
J91,2021,부산,질병,1,1,2
J91,2022,부산,질병,1,0,1
J91,2023,광주,질병,0,2,2
J91,2023,대전,질병,0,1,1
J93,2019,광주,질병,3,1,4
J93,2019,대구,질병,3,3,6
J93,2019,대전,질병,7,3,10
J93,2019,부산,질병,5,0,5
J93,2019,서울,질병,31,41,72
J93,2020,광주,질병,2,0,2
J93,2020,대구,질병,3,5,8
J93,2020,대전,질병,9,3,12
J93,2020,서울,질병,31,33,64
J93,2021,광주,질병,4,2,6
J93,2021,대구,질병,3,2,5
J93,2021,대전,질병,7,3,10
J93,2021,부산,질병,1,0,1
J93,2021,서울,질병,28,35,63
J93,2022,광주,질병,8,1,9
J93,2022,대구,질병,8,1,9
J93,2022,대전,질병,3,3,6
J93,2022,부산,질병,0,3,3
J93,2022,서울,질병,28,38,66
J93,2023,광주,질병,4,2,6
J93,2023,대구,질병,6,1,7
J93,2023,대전,질병,4,1,5
J93,2023,부산,질병,1,2,3
J93,2023,서울,질병,35,37,72
J94,2019,광주,질병,1,1,2
J94,2019,대구,질병,0,3,3
J94,2019,대전,질병,1,0,1
J94,2019,서울,질병,10,13,23
J94,2020,서울,질병,14,6,20
J94,2021,광주,질병,1,1,2
J94,2021,부산,질병,2,0,2
J94,2021,서울,질병,15,8,23
J94,2022,광주,질병,0,2,2
J94,2022,부산,질병,0,1,1
J94,2022,서울,질병,17,6,23
J94,2023,광주,질병,0,1,1
J94,2023,대구,질병,0,1,1
J94,2023,서울,질병,16,10,26
J95,2019,서울,질병,25,15,40
J95,2020,서울,질병,15,10,25
J95,2021,서울,질병,12,9,21
J95,2022,서울,질병,21,12,33
J95,2023,서울,질병,31,12,43
J96,2019,광주,질병,1,2,3
J96,2019,대구,질병,0,1,1
J96,2019,부산,질병,3,3,6
J96,2019,서울,질병,84,45,129
J96,2020,광주,질병,0,2,2
J96,2020,대구,질병,2,3,5
J96,2020,대전,질병,0,1,1
J96,2020,서울,질병,108,75,183
J96,2021,광주,질병,1,1,2
J96,2021,대구,질병,0,1,1
J96,2021,대전,질병,2,0,2
J96,2021,부산,질병,1,0,1
J96,2021,서울,질병,64,62,126
J96,2022,광주,질병,1,0,1
J96,2022,대구,질병,4,0,4
J96,2022,서울,질병,92,63,155
J96,2023,광주,질병,1,1,2
J96,2023,대구,질병,1,0,1
J96,2023,대전,질병,0,2,2
J96,2023,부산,질병,3,0,3
J96,2023,서울,질병,154,103,257
J98,2019,광주,질병,3,1,4
J98,2019,대구,질병,9,4,13
J98,2019,대전,질병,5,3,8
J98,2019,부산,질병,2,2,4
J98,2019,서울,질병,113,76,189
J98,2020,광주,질병,3,1,4
J98,2020,대구,질병,4,2,6
J98,2020,대전,질병,7,7,14
J98,2020,서울,질병,118,87,205
J98,2021,광주,질병,3,3,6
J98,2021,대구,질병,3,2,5
J98,2021,대전,질병,5,6,11
J98,2021,부산,질병,2,0,2
J98,2021,서울,질병,95,76,171
J98,2022,대구,질병,4,2,6
J98,2022,대전,질병,3,6,9
J98,2022,부산,질병,2,1,3
J98,2022,서울,질병,100,63,163
J98,2023,광주,질병,1,1,2
J98,2023,대구,질병,2,1,3
J98,2023,대전,질병,9,4,13
J98,2023,서울,질병,131,96,227
J99,2019,서울,질병,4,4,8
J99,2020,서울,질병,2,5,7
J99,2021,서울,질병,3,2,5
J99,2022,서울,질병,1,5,6
J99,2023,서울,질병,6,4,10
K00,2021,서울,질병,1,0,1
K01,2019,서울,질병,0,1,1
K01,2020,서울,질병,1,1,2
K01,2021,서울,질병,0,1,1
K01,2022,서울,질병,4,1,5
K02,2019,대구,질병,4,0,4
K02,2019,서울,질병,24,16,40
K02,2019,인천,질병,2,0,2
K02,2020,대구,질병,1,0,1
K02,2020,서울,질병,39,19,58
K02,2020,인천,질병,2,0,2
K02,2021,대구,질병,2,0,2
K02,2021,서울,질병,23,17,40
K02,2021,인천,질병,2,0,2
K02,2022,부산,질병,1,0,1
K02,2022,서울,질병,33,20,53
K02,2023,서울,질병,28,23,51
K03,2019,서울,질병,4,1,5
K03,2019,인천,질병,4,0,4
K03,2020,서울,질병,2,0,2
K03,2021,서울,질병,7,2,9
K03,2022,서울,질병,6,4,10
K03,2023,대전,질병,0,1,1
K03,2023,서울,질병,5,4,9
K04,2019,서울,질병,4,3,7
K04,2020,대구,질병,0,1,1
K04,2020,서울,질병,7,4,11
K04,2020,인천,질병,1,0,1
K04,2021,광주,질병,0,1,1
K04,2021,서울,질병,6,2,8
K04,2021,인천,질병,3,0,3
K04,2022,광주,질병,1,0,1
K04,2022,대전,질병,1,0,1
K04,2022,서울,질병,12,1,13
K04,2023,서울,질병,4,2,6
K05,2019,광주,질병,1,2,3
K05,2019,대구,질병,1,0,1
K05,2019,부산,질병,3,0,3
K05,2019,서울,질병,37,14,51
K05,2019,인천,질병,11,0,11
K05,2020,대구,질병,2,0,2
K05,2020,대전,질병,1,0,1
K05,2020,서울,질병,39,18,57
K05,2020,인천,질병,9,0,9
K05,2021,광주,질병,0,1,1
K05,2021,대구,질병,3,0,3
K05,2021,부산,질병,2,0,2
K05,2021,서울,질병,22,14,36
K05,2021,인천,질병,0,2,2
K05,2022,대구,질병,3,0,3
K05,2022,대전,질병,0,1,1
K05,2022,부산,질병,2,0,2
K05,2022,서울,질병,47,20,67
K05,2022,인천,질병,0,1,1
K05,2023,대구,질병,3,0,3
K05,2023,대전,질병,5,1,6
K05,2023,부산,질병,2,0,2
K05,2023,서울,질병,51,31,82
K06,2019,서울,질병,2,0,2
K06,2020,서울,질병,5,0,5
K06,2021,서울,질병,4,1,5
K06,2022,서울,질병,8,4,12
K06,2023,서울,질병,4,1,5
K07,2019,서울,질병,3,2,5
K07,2020,서울,질병,5,1,6
K07,2021,서울,질병,2,1,3
K07,2022,서울,질병,1,0,1
K07,2023,대전,질병,4,0,4
K07,2023,서울,질병,4,2,6
K08,2019,대전,질병,4,0,4
K08,2019,부산,질병,2,0,2
K08,2019,서울,질병,71,31,102
K08,2019,인천,질병,45,0,45
K08,2020,대전,질병,2,0,2
K08,2020,서울,질병,87,27,114
K08,2020,인천,질병,76,1,77
K08,2021,대전,질병,0,1,1
K08,2021,부산,질병,3,0,3
K08,2021,서울,질병,68,20,88
K08,2021,인천,질병,78,1,79
K08,2022,대구,질병,1,0,1
K08,2022,대전,질병,4,0,4
K08,2022,부산,질병,3,0,3
K08,2022,서울,질병,78,40,118
K08,2023,대전,질병,1,0,1
K08,2023,부산,질병,1,0,1
K08,2023,서울,질병,79,31,110
K09,2019,서울,질병,2,0,2
K09,2020,대전,질병,1,0,1
K09,2020,서울,질병,5,0,5
K09,2021,서울,질병,3,0,3
K09,2022,서울,질병,4,0,4
K09,2023,대전,질병,3,1,4
K09,2023,서울,질병,1,1,2
K10,2019,서울,질병,4,3,7
K10,2020,서울,질병,5,1,6
K10,2021,서울,질병,2,0,2
K10,2022,서울,질병,3,3,6
K10,2023,서울,질병,0,3,3
K11,2019,광주,질병,1,2,3
K11,2019,대구,질병,1,0,1
K11,2019,대전,질병,1,2,3
K11,2019,서울,질병,17,9,26
K11,2020,광주,질병,1,1,2
K11,2020,대구,질병,3,0,3
K11,2020,대전,질병,2,2,4
K11,2020,서울,질병,17,8,25
K11,2020,인천,질병,3,2,5
K11,2021,광주,질병,1,0,1
K11,2021,대전,질병,0,2,2
K11,2021,서울,질병,10,12,22
K11,2022,대구,질병,1,0,1
K11,2022,서울,질병,19,17,36
K11,2022,인천,질병,1,0,1
K11,2023,광주,질병,1,0,1
K11,2023,대전,질병,0,1,1
K11,2023,서울,질병,10,9,19
K11,2023,인천,질병,0,1,1
K12,2019,대구,질병,1,1,2
K12,2019,서울,질병,10,7,17
K12,2019,인천,질병,0,1,1
K12,2020,광주,질병,0,1,1
K12,2020,대구,질병,1,0,1
K12,2020,대전,질병,1,0,1
K12,2020,서울,질병,17,5,22
K12,2020,인천,질병,1,1,2
K12,2021,광주,질병,0,1,1
K12,2021,대전,질병,1,0,1
K12,2021,서울,질병,18,9,27
K12,2021,인천,질병,1,0,1
K12,2022,광주,질병,0,1,1
K12,2022,서울,질병,12,6,18
K12,2023,서울,질병,16,13,29
K12,2023,인천,질병,1,0,1
K13,2019,서울,질병,4,2,6
K13,2020,대전,질병,0,1,1
K13,2020,서울,질병,8,1,9
K13,2021,서울,질병,8,1,9
K13,2022,서울,질병,7,4,11
K13,2023,대전,질병,1,1,2
K13,2023,서울,질병,7,5,12
K14,2019,대구,질병,0,1,1
K14,2019,대전,질병,2,0,2
K14,2019,서울,질병,5,4,9
K14,2020,대구,질병,1,0,1
K14,2020,서울,질병,15,7,22
K14,2021,서울,질병,4,4,8
K14,2022,서울,질병,9,8,17
K14,2023,대전,질병,2,0,2
K14,2023,서울,질병,3,8,11
K20,2019,대전,질병,1,0,1
K20,2019,서울,질병,13,3,16
K20,2020,광주,질병,0,2,2
K20,2020,대구,질병,1,0,1
K20,2020,대전,질병,0,1,1
K20,2020,서울,질병,4,3,7
K20,2021,대전,질병,0,1,1
K20,2021,서울,질병,3,0,3
K20,2022,서울,질병,9,8,17
K20,2023,광주,질병,0,1,1
K20,2023,대구,질병,0,1,1
K20,2023,서울,질병,7,7,14
K21,2019,광주,질병,12,14,26
K21,2019,대구,질병,77,29,106
K21,2019,대전,질병,81,29,110
K21,2019,부산,질병,49,14,63
K21,2019,서울,질병,54,27,81
K21,2019,인천,질병,1,1,2
K21,2020,광주,질병,11,22,33
K21,2020,대구,질병,70,28,98
K21,2020,대전,질병,114,21,135
K21,2020,서울,질병,42,28,70
K21,2020,인천,질병,3,2,5
K21,2021,광주,질병,17,8,25
K21,2021,대구,질병,70,20,90
K21,2021,대전,질병,84,18,102
K21,2021,부산,질병,52,10,62
K21,2021,서울,질병,53,53,106
K21,2021,인천,질병,2,2,4
K21,2022,광주,질병,9,7,16
K21,2022,대구,질병,97,39,136
K21,2022,대전,질병,64,19,83
K21,2022,부산,질병,46,19,65
K21,2022,서울,질병,144,111,255
K21,2023,광주,질병,17,13,30
K21,2023,대구,질병,60,26,86
K21,2023,대전,질병,71,19,90
K21,2023,부산,질병,50,13,63
K21,2023,서울,질병,121,89,210
K22,2019,광주,질병,1,1,2
K22,2019,대구,질병,3,1,4
K22,2019,대전,질병,2,3,5
K22,2019,부산,질병,2,1,3
K22,2019,서울,질병,31,16,47
K22,2020,광주,질병,2,2,4
K22,2020,대구,질병,1,1,2
K22,2020,대전,질병,2,5,7
K22,2020,서울,질병,29,19,48
K22,2021,광주,질병,2,1,3
K22,2021,대구,질병,5,2,7
K22,2021,대전,질병,6,4,10
K22,2021,부산,질병,3,2,5
K22,2021,서울,질병,23,9,32
K22,2021,인천,질병,1,0,1
K22,2022,광주,질병,2,0,2
K22,2022,대구,질병,5,0,5
K22,2022,대전,질병,5,5,10
K22,2022,서울,질병,30,12,42
K22,2023,광주,질병,2,3,5
K22,2023,대구,질병,4,3,7
K22,2023,대전,질병,5,5,10
K22,2023,부산,질병,2,2,4
K22,2023,서울,질병,40,10,50
K22,2023,인천,질병,1,1,2
K25,2019,광주,질병,16,16,32
K25,2019,대구,질병,33,18,51
K25,2019,대전,질병,31,19,50
K25,2019,부산,질병,13,2,15
K25,2019,서울,질병,77,73,150
K25,2019,인천,질병,1,4,5
K25,2020,광주,질병,18,14,32
K25,2020,대구,질병,23,13,36
K25,2020,대전,질병,59,25,84
K25,2020,서울,질병,77,70,147
K25,2020,인천,질병,1,1,2
K25,2021,광주,질병,5,6,11
K25,2021,대구,질병,48,32,80
K25,2021,대전,질병,57,20,77
K25,2021,부산,질병,14,3,17
K25,2021,서울,질병,43,41,84
K25,2022,광주,질병,6,8,14
K25,2022,대구,질병,50,22,72
K25,2022,대전,질병,38,13,51
K25,2022,부산,질병,8,4,12
K25,2022,서울,질병,68,56,124
K25,2023,광주,질병,10,6,16
K25,2023,대구,질병,21,19,40
K25,2023,대전,질병,20,4,24
K25,2023,부산,질병,7,4,11
K25,2023,서울,질병,105,61,166
K25,2023,인천,질병,2,0,2
K26,2019,광주,질병,4,5,9
K26,2019,대구,질병,3,3,6
K26,2019,대전,질병,13,2,15
K26,2019,부산,질병,6,2,8
K26,2019,서울,질병,25,22,47
K26,2019,인천,질병,0,3,3
K26,2020,광주,질병,4,6,10
K26,2020,대구,질병,5,1,6
K26,2020,대전,질병,9,7,16
K26,2020,서울,질병,24,23,47
K26,2021,광주,질병,2,4,6
K26,2021,대구,질병,3,0,3
K26,2021,대전,질병,11,6,17
K26,2021,부산,질병,4,2,6
K26,2021,서울,질병,8,14,22
K26,2021,인천,질병,0,1,1
K26,2022,광주,질병,3,3,6
K26,2022,대구,질병,2,0,2
K26,2022,대전,질병,7,2,9
K26,2022,부산,질병,8,1,9
K26,2022,서울,질병,19,22,41
K26,2023,광주,질병,2,4,6
K26,2023,대구,질병,3,0,3
K26,2023,대전,질병,7,1,8
K26,2023,부산,질병,6,5,11
K26,2023,서울,질병,28,19,47
K26,2023,인천,질병,1,0,1
K27,2019,광주,질병,3,1,4
K27,2019,대구,질병,3,0,3
K27,2019,대전,질병,2,0,2
K27,2019,부산,질병,9,1,10
K27,2019,서울,질병,7,3,10
K27,2019,인천,질병,0,1,1
K27,2020,대구,질병,1,1,2
K27,2020,대전,질병,2,3,5
K27,2020,서울,질병,4,0,4
K27,2020,인천,질병,0,1,1
K27,2021,광주,질병,2,3,5
K27,2021,대구,질병,0,2,2
K27,2021,대전,질병,1,0,1
K27,2021,부산,질병,2,0,2
K27,2021,서울,질병,2,1,3
K27,2022,광주,질병,1,0,1
K27,2022,대구,질병,2,0,2
K27,2022,대전,질병,0,2,2
K27,2022,부산,질병,3,1,4
K27,2022,서울,질병,4,4,8
K27,2023,부산,질병,1,0,1
K27,2023,서울,질병,6,1,7
K28,2019,대구,질병,0,1,1
K28,2019,서울,질병,4,0,4
K28,2020,대전,질병,1,0,1
K28,2020,서울,질병,6,0,6
K28,2020,인천,질병,1,0,1
K28,2021,서울,질병,1,0,1
K28,2023,서울,질병,0,1,1
K29,2019,광주,질병,6,7,13
K29,2019,대구,질병,67,43,110
K29,2019,대전,질병,289,95,384
K29,2019,부산,질병,185,33,218
K29,2019,서울,질병,359,268,627
K29,2019,인천,질병,5,6,11
K29,2020,광주,질병,4,9,13
K29,2020,대구,질병,47,14,61
K29,2020,대전,질병,395,125,520
K29,2020,서울,질병,331,259,590
K29,2020,인천,질병,2,12,14
K29,2021,광주,질병,10,7,17
K29,2021,대구,질병,43,14,57
K29,2021,대전,질병,435,140,575
K29,2021,부산,질병,179,34,213
K29,2021,서울,질병,193,165,358
K29,2021,인천,질병,9,12,21
K29,2022,광주,질병,7,2,9
K29,2022,대구,질병,49,12,61
K29,2022,대전,질병,318,83,401
K29,2022,부산,질병,123,27,150
K29,2022,서울,질병,297,216,513
K29,2022,인천,질병,1,7,8
K29,2023,광주,질병,14,14,28
K29,2023,대구,질병,35,12,47
K29,2023,대전,질병,281,122,403
K29,2023,부산,질병,84,13,97
K29,2023,서울,질병,383,282,665
K29,2023,인천,질병,5,6,11
K30,2019,광주,질병,1,0,1
K30,2019,대구,질병,3,4,7
K30,2019,대전,질병,3,0,3
K30,2019,부산,질병,42,10,52
K30,2019,서울,질병,14,9,23
K30,2019,인천,질병,4,5,9
K30,2020,광주,질병,1,1,2
K30,2020,대구,질병,14,2,16
K30,2020,대전,질병,6,7,13
K30,2020,서울,질병,3,7,10
K30,2020,인천,질병,2,5,7
K30,2021,광주,질병,2,0,2
K30,2021,대구,질병,18,8,26
K30,2021,대전,질병,17,8,25
K30,2021,부산,질병,25,6,31
K30,2021,서울,질병,6,8,14
K30,2021,인천,질병,2,2,4
K30,2022,광주,질병,6,4,10
K30,2022,대구,질병,49,19,68
K30,2022,대전,질병,5,0,5
K30,2022,부산,질병,16,5,21
K30,2022,서울,질병,4,10,14
K30,2022,인천,질병,0,1,1
K30,2023,광주,질병,4,17,21
K30,2023,대구,질병,27,15,42
K30,2023,대전,질병,2,2,4
K30,2023,부산,질병,8,1,9
K30,2023,서울,질병,10,9,19
K30,2023,인천,질병,1,6,7
K31,2019,광주,질병,14,16,30
K31,2019,대구,질병,6,3,9
K31,2019,대전,질병,19,9,28
K31,2019,부산,질병,10,5,15
K31,2019,서울,질병,37,23,60
K31,2019,인천,질병,3,5,8
K31,2020,광주,질병,3,3,6
K31,2020,대구,질병,3,1,4
K31,2020,대전,질병,32,12,44
K31,2020,서울,질병,31,16,47
K31,2020,인천,질병,0,3,3
K31,2021,광주,질병,4,7,11
K31,2021,대구,질병,5,2,7
K31,2021,대전,질병,43,18,61
K31,2021,부산,질병,19,7,26
K31,2021,서울,질병,19,18,37
K31,2021,인천,질병,1,1,2
K31,2022,광주,질병,2,2,4
K31,2022,대구,질병,11,2,13
K31,2022,대전,질병,27,9,36
K31,2022,부산,질병,8,4,12
K31,2022,서울,질병,24,22,46
K31,2023,광주,질병,2,2,4
K31,2023,대구,질병,8,5,13
K31,2023,대전,질병,18,6,24
K31,2023,부산,질병,6,5,11
K31,2023,서울,질병,34,21,55
K35,2019,광주,질병,11,65,76
K35,2019,대구,질병,7,6,13
K35,2019,대전,질병,7,21,28
K35,2019,부산,질병,9,1,10
K35,2019,서울,질병,27,47,74
K35,2019,인천,질병,0,2,2
K35,2020,광주,질병,9,48,57
K35,2020,대구,질병,7,7,14
K35,2020,대전,질병,7,23,30
K35,2020,서울,질병,20,48,68
K35,2020,인천,질병,0,3,3
K35,2021,광주,질병,8,42,50
K35,2021,대구,질병,7,18,25
K35,2021,대전,질병,6,11,17
K35,2021,부산,질병,9,11,20
K35,2021,서울,질병,16,28,44
K35,2022,광주,질병,6,42,48
K35,2022,대구,질병,7,10,17
K35,2022,대전,질병,4,18,22
K35,2022,부산,질병,6,3,9
K35,2022,서울,질병,21,41,62
K35,2023,광주,질병,17,40,57
K35,2023,대구,질병,5,12,17
K35,2023,대전,질병,4,9,13
K35,2023,부산,질병,8,2,10
K35,2023,서울,질병,28,39,67
K35,2023,인천,질병,0,4,4
K36,2019,광주,질병,1,0,1
K36,2019,서울,질병,1,2,3
K36,2019,인천,질병,0,1,1
K36,2020,광주,질병,3,8,11
K36,2020,대구,질병,1,0,1
K36,2021,광주,질병,2,1,3
K36,2021,서울,질병,3,1,4
K36,2022,광주,질병,4,1,5
K36,2022,부산,질병,1,0,1
K36,2022,서울,질병,3,2,5
K36,2023,광주,질병,2,7,9
K36,2023,서울,질병,2,3,5
K38,2019,서울,질병,5,13,18
K38,2020,광주,질병,2,0,2
K38,2020,대구,질병,1,1,2
K38,2020,대전,질병,1,1,2
K38,2020,서울,질병,2,16,18
K38,2021,대전,질병,1,0,1
K38,2021,서울,질병,3,10,13
K38,2022,광주,질병,1,2,3
K38,2022,대구,질병,1,0,1
K38,2022,대전,질병,2,0,2
K38,2022,서울,질병,5,10,15
K38,2023,광주,질병,0,2,2
K38,2023,서울,질병,9,14,23
K40,2019,광주,질병,30,40,70
K40,2019,대구,질병,29,18,47
K40,2019,대전,질병,26,22,48
K40,2019,부산,질병,33,23,56
K40,2019,서울,질병,121,162,283
K40,2019,인천,질병,6,10,16
K40,2020,광주,질병,32,40,72
K40,2020,대구,질병,24,19,43
K40,2020,대전,질병,26,21,47
K40,2020,서울,질병,100,118,218
K40,2020,인천,질병,4,14,18
K40,2021,광주,질병,35,39,74
K40,2021,대구,질병,22,21,43
K40,2021,대전,질병,30,32,62
K40,2021,부산,질병,25,19,44
K40,2021,서울,질병,82,100,182
K40,2021,인천,질병,3,8,11
K40,2022,광주,질병,33,32,65
K40,2022,대구,질병,40,20,60
K40,2022,대전,질병,24,23,47
K40,2022,부산,질병,30,27,57
K40,2022,서울,질병,126,89,215
K40,2022,인천,질병,1,2,3
K40,2023,광주,질병,26,23,49
K40,2023,대구,질병,32,15,47
K40,2023,대전,질병,25,40,65
K40,2023,부산,질병,49,30,79
K40,2023,서울,질병,124,113,237
K40,2023,인천,질병,2,12,14
K41,2019,서울,질병,1,1,2
K41,2020,광주,질병,1,0,1
K41,2020,서울,질병,0,2,2
K41,2021,서울,질병,2,4,6
K41,2022,광주,질병,0,1,1
K41,2022,서울,질병,1,1,2
K41,2023,광주,질병,0,2,2
K41,2023,서울,질병,1,4,5
K42,2019,대구,질병,1,0,1
K42,2019,부산,질병,1,0,1
K42,2019,서울,질병,3,2,5
K42,2020,광주,질병,1,3,4
K42,2020,서울,질병,5,6,11
K42,2020,인천,질병,0,1,1
K42,2021,광주,질병,1,0,1
K42,2021,대구,질병,0,1,1
K42,2021,부산,질병,3,0,3
K42,2021,서울,질병,1,4,5
K42,2022,대전,질병,1,1,2
K42,2022,부산,질병,1,0,1
K42,2022,서울,질병,3,3,6
K42,2023,광주,질병,2,1,3
K42,2023,부산,질병,2,1,3
K42,2023,서울,질병,1,8,9
K43,2019,광주,질병,2,2,4
K43,2019,대구,질병,2,0,2
K43,2019,대전,질병,0,2,2
K43,2019,서울,질병,14,13,27
K43,2020,광주,질병,3,4,7
K43,2020,대구,질병,4,0,4
K43,2020,대전,질병,2,0,2
K43,2020,서울,질병,19,8,27
K43,2021,광주,질병,1,0,1
K43,2021,대구,질병,0,1,1
K43,2021,대전,질병,0,1,1
K43,2021,부산,질병,0,1,1
K43,2021,서울,질병,16,8,24
K43,2021,인천,질병,0,2,2
K43,2022,광주,질병,7,5,12
K43,2022,대구,질병,1,0,1
K43,2022,대전,질병,2,1,3
K43,2022,부산,질병,1,0,1
K43,2022,서울,질병,13,10,23
K43,2023,광주,질병,5,1,6
K43,2023,대구,질병,0,1,1
K43,2023,대전,질병,2,1,3
K43,2023,서울,질병,19,7,26
K44,2019,대구,질병,1,0,1
K44,2019,대전,질병,0,1,1
K44,2019,서울,질병,9,5,14
K44,2020,광주,질병,0,2,2
K44,2020,대구,질병,3,0,3
K44,2020,서울,질병,9,10,19
K44,2021,대전,질병,1,0,1
K44,2021,서울,질병,1,3,4
K44,2022,광주,질병,1,0,1
K44,2022,서울,질병,7,5,12
K44,2023,광주,질병,0,1,1
K44,2023,서울,질병,10,20,30
K45,2019,대구,질병,0,1,1
K45,2019,서울,질병,3,1,4
K45,2020,서울,질병,1,1,2
K45,2021,광주,질병,0,1,1
K45,2021,서울,질병,1,0,1
K45,2022,서울,질병,2,2,4
K45,2023,서울,질병,0,1,1
K46,2019,대전,질병,0,1,1
K46,2019,부산,질병,1,0,1
K46,2020,광주,질병,1,0,1
K46,2020,서울,질병,3,1,4
K46,2020,인천,질병,0,1,1
K46,2021,광주,질병,1,1,2
K46,2021,서울,질병,3,0,3
K46,2022,부산,질병,1,0,1
K46,2022,서울,질병,1,1,2
K46,2023,광주,질병,2,1,3
K46,2023,대전,질병,1,0,1
K46,2023,서울,질병,1,2,3
K50,2019,광주,질병,3,0,3
K50,2019,부산,질병,1,0,1
K50,2019,서울,질병,1,1,2
K50,2019,인천,질병,0,1,1
K50,2020,광주,질병,3,2,5
K50,2020,대전,질병,0,1,1
K50,2020,서울,질병,3,1,4
K50,2020,인천,질병,2,0,2
K50,2021,광주,질병,2,1,3
K50,2021,대전,질병,0,1,1
K50,2021,부산,질병,1,0,1
K50,2022,대전,질병,0,1,1
K50,2022,부산,질병,2,0,2
K50,2022,서울,질병,1,1,2
K50,2023,부산,질병,1,0,1
K50,2023,서울,질병,3,0,3
K51,2019,광주,질병,2,5,7
K51,2019,대구,질병,0,2,2
K51,2019,대전,질병,5,2,7
K51,2019,부산,질병,1,1,2
K51,2019,서울,질병,9,10,19
K51,2020,광주,질병,0,5,5
K51,2020,대구,질병,0,1,1
K51,2020,대전,질병,1,2,3
K51,2020,서울,질병,14,6,20
K51,2021,광주,질병,2,2,4
K51,2021,대구,질병,2,0,2
K51,2021,대전,질병,3,2,5
K51,2021,부산,질병,0,1,1
K51,2021,서울,질병,4,5,9
K51,2022,광주,질병,4,2,6
K51,2022,대구,질병,2,1,3
K51,2022,대전,질병,2,2,4
K51,2022,부산,질병,2,0,2
K51,2022,서울,질병,11,3,14
K51,2023,광주,질병,3,2,5
K51,2023,대구,질병,1,0,1
K51,2023,대전,질병,0,2,2
K51,2023,부산,질병,0,1,1
K51,2023,서울,질병,11,15,26
K52,2019,광주,질병,3,20,23
K52,2019,대구,질병,1,0,1
K52,2019,대전,질병,11,5,16
K52,2019,부산,질병,18,3,21
K52,2019,서울,질병,21,22,43
K52,2020,광주,질병,1,13,14
K52,2020,대구,질병,2,0,2
K52,2020,대전,질병,8,3,11
K52,2020,서울,질병,37,24,61
K52,2021,대전,질병,9,2,11
K52,2021,부산,질병,7,4,11
K52,2021,서울,질병,27,18,45
K52,2021,인천,질병,0,1,1
K52,2022,광주,질병,2,3,5
K52,2022,대전,질병,9,7,16
K52,2022,부산,질병,8,4,12
K52,2022,서울,질병,41,27,68
K52,2023,광주,질병,4,3,7
K52,2023,대전,질병,4,0,4
K52,2023,부산,질병,6,2,8
K52,2023,서울,질병,50,36,86
K55,2019,광주,질병,8,4,12
K55,2019,대구,질병,0,2,2
K55,2019,대전,질병,4,2,6
K55,2019,부산,질병,7,1,8
K55,2019,서울,질병,26,20,46
K55,2020,광주,질병,4,9,13
K55,2020,대구,질병,3,1,4
K55,2020,대전,질병,5,2,7
K55,2020,서울,질병,19,38,57
K55,2020,인천,질병,0,1,1
K55,2021,광주,질병,11,7,18
K55,2021,대구,질병,1,1,2
