코드그룹,년도,지역,구분,국비,사비,합계
K55,2021,대전,질병,2,1,3
K55,2021,부산,질병,7,0,7
K55,2021,서울,질병,15,19,34
K55,2021,인천,질병,0,1,1
K55,2022,광주,질병,8,6,14
K55,2022,대구,질병,4,1,5
K55,2022,대전,질병,8,1,9
K55,2022,부산,질병,5,1,6
K55,2022,서울,질병,33,16,49
K55,2022,인천,질병,1,0,1
K55,2023,광주,질병,1,6,7
K55,2023,대구,질병,1,3,4
K55,2023,대전,질병,7,2,9
K55,2023,부산,질병,2,0,2
K55,2023,서울,질병,30,23,53
K56,2019,광주,질병,21,16,37
K56,2019,대구,질병,10,6,16
K56,2019,대전,질병,22,10,32
K56,2019,부산,질병,26,1,27
K56,2019,서울,질병,62,54,116
K56,2019,인천,질병,0,1,1
K56,2020,광주,질병,13,15,28
K56,2020,대구,질병,15,6,21
K56,2020,대전,질병,16,12,28
K56,2020,서울,질병,87,59,146
K56,2020,인천,질병,10,4,14
K56,2021,광주,질병,21,17,38
K56,2021,대구,질병,13,3,16
K56,2021,대전,질병,25,11,36
K56,2021,부산,질병,19,5,24
K56,2021,서울,질병,74,56,130
K56,2021,인천,질병,6,17,23
K56,2022,광주,질병,15,5,20
K56,2022,대구,질병,13,5,18
K56,2022,대전,질병,22,7,29
K56,2022,부산,질병,25,2,27
K56,2022,서울,질병,81,54,135
K56,2023,광주,질병,15,11,26
K56,2023,대구,질병,14,5,19
K56,2023,대전,질병,10,8,18
K56,2023,부산,질병,17,5,22
K56,2023,서울,질병,89,47,136
K56,2023,인천,질병,1,4,5
K57,2019,광주,질병,4,6,10
K57,2019,대구,질병,2,5,7
K57,2019,대전,질병,5,5,10
K57,2019,부산,질병,2,3,5
K57,2019,서울,질병,24,28,52
K57,2020,광주,질병,1,8,9
K57,2020,대구,질병,4,6,10
K57,2020,대전,질병,5,5,10
K57,2020,서울,질병,17,20,37
K57,2020,인천,질병,1,2,3
K57,2021,광주,질병,0,18,18
K57,2021,대구,질병,4,3,7
K57,2021,대전,질병,3,1,4
K57,2021,부산,질병,1,2,3
K57,2021,서울,질병,13,8,21
K57,2021,인천,질병,2,1,3
K57,2022,광주,질병,5,6,11
K57,2022,대구,질병,9,2,11
K57,2022,대전,질병,4,14,18
K57,2022,부산,질병,3,3,6
K57,2022,서울,질병,26,32,58
K57,2022,인천,질병,1,1,2
K57,2023,광주,질병,4,9,13
K57,2023,대구,질병,7,5,12
K57,2023,대전,질병,5,6,11
K57,2023,부산,질병,2,2,4
K57,2023,서울,질병,47,59,106
K57,2023,인천,질병,0,4,4
K58,2019,광주,질병,2,3,5
K58,2019,대구,질병,26,4,30
K58,2019,대전,질병,20,12,32
K58,2019,부산,질병,71,10,81
K58,2019,서울,질병,4,3,7
K58,2019,인천,질병,5,12,17
K58,2020,광주,질병,7,1,8
K58,2020,대구,질병,19,2,21
K58,2020,대전,질병,43,15,58
K58,2020,서울,질병,1,1,2
K58,2020,인천,질병,6,6,12
K58,2021,광주,질병,2,3,5
K58,2021,대구,질병,9,1,10
K58,2021,대전,질병,29,8,37
K58,2021,부산,질병,23,10,33
K58,2021,서울,질병,0,2,2
K58,2021,인천,질병,1,0,1
K58,2022,광주,질병,2,2,4
K58,2022,대구,질병,8,1,9
K58,2022,대전,질병,12,7,19
K58,2022,부산,질병,6,2,8
K58,2022,서울,질병,1,0,1
K58,2022,인천,질병,1,1,2
K58,2023,광주,질병,3,1,4
K58,2023,대구,질병,6,1,7
K58,2023,대전,질병,7,4,11
K58,2023,부산,질병,4,4,8
K58,2023,서울,질병,1,0,1
K58,2023,인천,질병,3,0,3
K59,2019,광주,질병,3,2,5
K59,2019,대구,질병,46,31,77
K59,2019,대전,질병,110,37,147
K59,2019,부산,질병,47,12,59
K59,2019,서울,질병,43,43,86
K59,2019,인천,질병,2,5,7
K59,2020,광주,질병,7,3,10
K59,2020,대구,질병,25,14,39
K59,2020,대전,질병,110,42,152
K59,2020,서울,질병,76,58,134
K59,2020,인천,질병,13,9,22
K59,2021,광주,질병,1,4,5
K59,2021,대구,질병,79,32,111
K59,2021,대전,질병,94,45,139
K59,2021,부산,질병,47,17,64
K59,2021,서울,질병,54,58,112
K59,2021,인천,질병,10,0,10
K59,2022,광주,질병,3,5,8
K59,2022,대구,질병,115,73,188
K59,2022,대전,질병,73,29,102
K59,2022,부산,질병,39,10,49
K59,2022,서울,질병,61,48,109
K59,2023,광주,질병,27,16,43
K59,2023,대구,질병,70,35,105
K59,2023,대전,질병,65,7,72
K59,2023,부산,질병,20,7,27
K59,2023,서울,질병,43,40,83
K59,2023,인천,질병,1,1,2
K60,2019,광주,질병,9,6,15
K60,2019,대구,질병,4,1,5
K60,2019,대전,질병,10,4,14
K60,2019,서울,질병,13,6,19
K60,2019,인천,질병,0,2,2
K60,2020,광주,질병,14,6,20
K60,2020,대구,질병,4,1,5
K60,2020,대전,질병,11,0,11
K60,2020,서울,질병,12,6,18
K60,2020,인천,질병,0,1,1
K60,2021,광주,질병,5,4,9
K60,2021,대구,질병,2,4,6
K60,2021,대전,질병,7,7,14
K60,2021,부산,질병,4,0,4
K60,2021,서울,질병,3,3,6
K60,2021,인천,질병,3,1,4
K60,2022,광주,질병,4,2,6
K60,2022,대구,질병,5,0,5
K60,2022,대전,질병,5,3,8
K60,2022,부산,질병,1,1,2
K60,2022,서울,질병,7,4,11
K60,2023,광주,질병,5,3,8
K60,2023,대구,질병,0,3,3
K60,2023,대전,질병,6,1,7
K60,2023,부산,질병,2,0,2
K60,2023,서울,질병,16,8,24
K61,2019,광주,질병,2,1,3
K61,2019,대구,질병,1,1,2
K61,2019,대전,질병,1,2,3
K61,2019,부산,질병,5,0,5
K61,2019,서울,질병,12,6,18
K61,2019,인천,질병,0,1,1
K61,2020,광주,질병,6,0,6
K61,2020,대전,질병,1,2,3
K61,2020,서울,질병,18,4,22
K61,2020,인천,질병,0,1,1
K61,2021,광주,질병,5,1,6
K61,2021,대구,질병,3,0,3
K61,2021,대전,질병,4,2,6
K61,2021,부산,질병,4,0,4
K61,2021,서울,질병,10,4,14
K61,2021,인천,질병,1,0,1
K61,2022,광주,질병,3,1,4
K61,2022,대구,질병,5,0,5
K61,2022,대전,질병,2,2,4
K61,2022,부산,질병,2,0,2
K61,2022,서울,질병,5,6,11
K61,2022,인천,질병,0,1,1
K61,2023,광주,질병,5,2,7
K61,2023,대구,질병,2,2,4
K61,2023,대전,질병,2,0,2
K61,2023,부산,질병,1,0,1
K61,2023,서울,질병,12,4,16
K62,2019,광주,질병,9,4,13
K62,2019,대구,질병,3,1,4
K62,2019,대전,질병,16,4,20
K62,2019,부산,질병,6,2,8
K62,2019,서울,질병,23,30,53
K62,2019,인천,질병,0,1,1
K62,2020,광주,질병,12,2,14
K62,2020,대구,질병,1,0,1
K62,2020,대전,질병,22,11,33
K62,2020,서울,질병,27,37,64
K62,2020,인천,질병,1,0,1
K62,2021,광주,질병,6,10,16
K62,2021,대구,질병,1,3,4
K62,2021,대전,질병,22,9,31
K62,2021,부산,질병,3,1,4
K62,2021,서울,질병,18,19,37
K62,2021,인천,질병,2,1,3
K62,2022,광주,질병,6,2,8
K62,2022,대구,질병,6,2,8
K62,2022,대전,질병,12,11,23
K62,2022,부산,질병,10,1,11
K62,2022,서울,질병,30,19,49
K62,2022,인천,질병,1,0,1
K62,2023,광주,질병,3,7,10
K62,2023,대구,질병,1,1,2
K62,2023,대전,질병,28,18,46
K62,2023,부산,질병,4,4,8
K62,2023,서울,질병,35,29,64
K63,2019,광주,질병,26,29,55
K63,2019,대구,질병,14,2,16
K63,2019,대전,질병,230,68,298
K63,2019,부산,질병,82,23,105
K63,2019,서울,질병,70,73,143
K63,2019,인천,질병,7,11,18
K63,2020,광주,질병,17,13,30
K63,2020,대구,질병,11,4,15
K63,2020,대전,질병,302,98,400
K63,2020,서울,질병,94,73,167
K63,2020,인천,질병,10,5,15
K63,2021,광주,질병,8,17,25
K63,2021,대구,질병,13,4,17
K63,2021,대전,질병,268,101,369
K63,2021,부산,질병,81,22,103
K63,2021,서울,질병,63,64,127
K63,2021,인천,질병,4,1,5
K63,2022,광주,질병,7,8,15
K63,2022,대구,질병,16,3,19
K63,2022,대전,질병,232,92,324
K63,2022,부산,질병,60,23,83
K63,2022,서울,질병,72,60,132
K63,2022,인천,질병,2,1,3
K63,2023,광주,질병,6,7,13
K63,2023,대구,질병,8,6,14
K63,2023,대전,질병,377,144,521
K63,2023,부산,질병,46,16,62
K63,2023,서울,질병,88,52,140
K64,2019,광주,질병,33,19,52
K64,2019,대구,질병,3,3,6
K64,2019,대전,질병,34,20,54
K64,2019,부산,질병,2,1,3
K64,2019,서울,질병,63,89,152
K64,2019,인천,질병,3,20,23
K64,2020,광주,질병,29,17,46
K64,2020,대구,질병,9,2,11
K64,2020,대전,질병,47,21,68
K64,2020,서울,질병,50,72,122
K64,2020,인천,질병,6,9,15
K64,2021,광주,질병,36,24,60
K64,2021,대구,질병,7,4,11
K64,2021,대전,질병,16,16,32
K64,2021,부산,질병,13,9,22
K64,2021,서울,질병,53,51,104
K64,2021,인천,질병,5,5,10
K64,2022,광주,질병,26,13,39
K64,2022,대구,질병,3,3,6
K64,2022,대전,질병,21,13,34
K64,2022,부산,질병,1,1,2
K64,2022,서울,질병,62,50,112
K64,2023,광주,질병,18,14,32
K64,2023,대구,질병,4,9,13
K64,2023,대전,질병,24,13,37
K64,2023,부산,질병,6,3,9
K64,2023,서울,질병,75,87,162
K64,2023,인천,질병,2,6,8
K65,2019,광주,질병,0,2,2
K65,2019,대구,질병,3,4,7
K65,2019,대전,질병,4,2,6
K65,2019,서울,질병,26,20,46
K65,2020,광주,질병,2,7,9
K65,2020,대구,질병,2,0,2
K65,2020,대전,질병,2,2,4
K65,2020,서울,질병,26,31,57
K65,2021,광주,질병,1,5,6
K65,2021,대구,질병,2,1,3
K65,2021,대전,질병,3,3,6
K65,2021,부산,질병,0,3,3
K65,2021,서울,질병,27,13,40
K65,2022,광주,질병,0,2,2
K65,2022,대구,질병,2,0,2
K65,2022,대전,질병,8,3,11
K65,2022,부산,질병,2,0,2
K65,2022,서울,질병,18,15,33
K65,2023,광주,질병,0,2,2
K65,2023,대구,질병,2,2,4
K65,2023,서울,질병,19,14,33
K66,2019,광주,질병,3,0,3
K66,2019,부산,질병,0,1,1
K66,2019,서울,질병,6,3,9
K66,2020,서울,질병,53,35,88
K66,2021,대구,질병,1,0,1
K66,2021,대전,질병,0,1,1
K66,2021,서울,질병,90,60,150
K66,2022,광주,질병,1,0,1
K66,2022,서울,질병,105,58,163
K66,2023,대구,질병,3,0,3
K66,2023,대전,질병,0,1,1
K66,2023,부산,질병,1,0,1
K66,2023,서울,질병,108,53,161
K67,2019,서울,질병,1,1,2
K67,2020,서울,질병,0,1,1
K70,2019,광주,질병,4,5,9
K70,2019,대구,질병,17,9,26
K70,2019,대전,질병,32,9,41
K70,2019,부산,질병,21,5,26
K70,2019,서울,질병,76,55,131
K70,2019,인천,질병,1,0,1
K70,2020,광주,질병,4,0,4
K70,2020,대구,질병,23,9,32
K70,2020,대전,질병,28,11,39
K70,2020,서울,질병,82,51,133
K70,2020,인천,질병,1,9,10
K70,2021,광주,질병,10,2,12
K70,2021,대구,질병,7,6,13
K70,2021,대전,질병,20,7,27
K70,2021,부산,질병,17,9,26
K70,2021,서울,질병,83,51,134
K70,2021,인천,질병,2,3,5
K70,2022,광주,질병,10,1,11
K70,2022,대구,질병,8,2,10
K70,2022,대전,질병,9,7,16
K70,2022,부산,질병,10,4,14
K70,2022,서울,질병,69,34,103
K70,2022,인천,질병,0,6,6
K70,2023,광주,질병,6,8,14
K70,2023,대구,질병,6,0,6
K70,2023,대전,질병,0,6,6
K70,2023,부산,질병,6,7,13
K70,2023,서울,질병,70,34,104
K70,2023,인천,질병,1,4,5
K71,2019,광주,질병,1,1,2
K71,2019,대구,질병,6,1,7
K71,2019,대전,질병,6,5,11
K71,2019,서울,질병,11,8,19
K71,2019,인천,질병,0,1,1
K71,2020,광주,질병,2,3,5
K71,2020,대구,질병,6,7,13
K71,2020,대전,질병,3,2,5
K71,2020,서울,질병,7,6,13
K71,2021,광주,질병,2,3,5
K71,2021,대구,질병,10,1,11
K71,2021,대전,질병,3,4,7
K71,2021,서울,질병,4,4,8
K71,2022,광주,질병,0,1,1
K71,2022,대구,질병,23,2,25
K71,2022,대전,질병,3,0,3
K71,2022,부산,질병,0,1,1
K71,2022,서울,질병,4,5,9
K71,2023,대구,질병,10,1,11
K71,2023,대전,질병,2,3,5
K71,2023,서울,질병,18,11,29
K72,2019,광주,질병,6,0,6
K72,2019,대구,질병,6,4,10
K72,2019,대전,질병,8,0,8
K72,2019,부산,질병,6,2,8
K72,2019,서울,질병,43,29,72
K72,2019,인천,질병,0,1,1
K72,2020,광주,질병,1,2,3
K72,2020,대구,질병,1,3,4
K72,2020,대전,질병,4,2,6
K72,2020,서울,질병,41,18,59
K72,2020,인천,질병,0,1,1
K72,2021,광주,질병,2,2,4
K72,2021,대구,질병,3,1,4
K72,2021,대전,질병,7,3,10
K72,2021,부산,질병,4,1,5
K72,2021,서울,질병,22,11,33
K72,2022,광주,질병,3,2,5
K72,2022,대구,질병,1,2,3
K72,2022,대전,질병,1,6,7
K72,2022,부산,질병,2,0,2
K72,2022,서울,질병,25,13,38
K72,2023,광주,질병,1,1,2
K72,2023,대구,질병,3,0,3
K72,2023,대전,질병,3,1,4
K72,2023,부산,질병,3,1,4
K72,2023,서울,질병,28,14,42
K72,2023,인천,질병,1,3,4
K73,2019,대구,질병,1,2,3
K73,2019,대전,질병,3,1,4
K73,2019,부산,질병,12,5,17
K73,2019,서울,질병,13,4,17
K73,2020,광주,질병,0,1,1
K73,2020,대구,질병,1,0,1
K73,2020,대전,질병,5,1,6
K73,2020,서울,질병,35,7,42
K73,2021,대전,질병,2,0,2
K73,2021,부산,질병,15,3,18
K73,2021,서울,질병,20,6,26
K73,2022,광주,질병,1,0,1
K73,2022,대구,질병,2,0,2
K73,2022,대전,질병,2,2,4
K73,2022,부산,질병,5,4,9
K73,2022,서울,질병,23,4,27
K73,2023,대전,질병,3,0,3
K73,2023,부산,질병,4,5,9
K73,2023,서울,질병,5,2,7
K74,2019,광주,질병,10,12,22
K74,2019,대구,질병,16,8,24
K74,2019,대전,질병,7,2,9
K74,2019,부산,질병,11,4,15
K74,2019,서울,질병,161,104,265
K74,2019,인천,질병,3,7,10
K74,2020,광주,질병,6,6,12
K74,2020,대구,질병,11,2,13
K74,2020,대전,질병,8,3,11
K74,2020,서울,질병,177,85,262
K74,2020,인천,질병,1,1,2
K74,2021,광주,질병,9,8,17
K74,2021,대구,질병,6,3,9
K74,2021,대전,질병,6,3,9
K74,2021,부산,질병,10,5,15
K74,2021,서울,질병,149,66,215
K74,2021,인천,질병,2,2,4
K74,2022,광주,질병,10,6,16
K74,2022,대구,질병,13,3,16
K74,2022,대전,질병,10,3,13
K74,2022,부산,질병,13,6,19
K74,2022,서울,질병,165,53,218
K74,2023,광주,질병,18,17,35
K74,2023,대구,질병,9,0,9
K74,2023,대전,질병,5,3,8
K74,2023,부산,질병,9,9,18
K74,2023,서울,질병,143,52,195
K74,2023,인천,질병,0,1,1
K75,2019,광주,질병,7,12,19
K75,2019,대구,질병,1,9,10
K75,2019,대전,질병,6,3,9
K75,2019,부산,질병,6,3,9
K75,2019,서울,질병,39,34,73
K75,2019,인천,질병,2,4,6
K75,2020,광주,질병,8,5,13
K75,2020,대구,질병,6,9,15
K75,2020,대전,질병,3,5,8
K75,2020,서울,질병,34,35,69
K75,2020,인천,질병,0,3,3
K75,2021,광주,질병,11,7,18
K75,2021,대구,질병,9,3,12
K75,2021,대전,질병,7,6,13
K75,2021,부산,질병,5,3,8
K75,2021,서울,질병,18,16,34
K75,2021,인천,질병,0,1,1
K75,2022,광주,질병,3,3,6
K75,2022,대구,질병,10,2,12
K75,2022,대전,질병,12,4,16
K75,2022,부산,질병,4,0,4
K75,2022,서울,질병,16,15,31
K75,2022,인천,질병,0,1,1
K75,2023,광주,질병,7,8,15
K75,2023,대구,질병,6,6,12
K75,2023,대전,질병,5,4,9
K75,2023,부산,질병,6,3,9
K75,2023,서울,질병,21,10,31
K76,2019,광주,질병,2,1,3
K76,2019,대구,질병,6,9,15
K76,2019,대전,질병,4,8,12
K76,2019,부산,질병,15,4,19
K76,2019,서울,질병,85,58,143
K76,2020,광주,질병,5,5,10
K76,2020,대구,질병,14,3,17
K76,2020,대전,질병,8,6,14
K76,2020,서울,질병,59,45,104
K76,2021,광주,질병,6,1,7
K76,2021,대구,질병,5,5,10
K76,2021,대전,질병,13,4,17
K76,2021,부산,질병,10,4,14
K76,2021,서울,질병,44,31,75
K76,2022,광주,질병,3,2,5
K76,2022,대구,질병,4,1,5
K76,2022,대전,질병,11,2,13
K76,2022,부산,질병,4,9,13
K76,2022,서울,질병,19,22,41
K76,2023,광주,질병,4,1,5
K76,2023,대구,질병,1,0,1
K76,2023,대전,질병,2,1,3
K76,2023,부산,질병,3,3,6
K76,2023,서울,질병,30,20,50
K77,2019,서울,질병,0,1,1
K77,2020,서울,질병,0,1,1
K77,2021,서울,질병,0,1,1
K77,2023,대전,질병,0,1,1
K80,2019,광주,질병,51,93,144
K80,2019,대구,질병,36,30,66
K80,2019,대전,질병,16,20,36
K80,2019,부산,질병,40,34,74
K80,2019,서울,질병,230,220,450
K80,2019,인천,질병,4,7,11
K80,2020,광주,질병,46,91,137
K80,2020,대구,질병,55,32,87
K80,2020,대전,질병,21,22,43
K80,2020,서울,질병,169,233,402
K80,2020,인천,질병,1,9,10
K80,2021,광주,질병,42,68,110
K80,2021,대구,질병,50,47,97
K80,2021,대전,질병,19,27,46
K80,2021,부산,질병,40,32,72
K80,2021,서울,질병,150,160,310
K80,2021,인천,질병,1,2,3
K80,2022,광주,질병,39,50,89
K80,2022,대구,질병,32,39,71
K80,2022,대전,질병,43,23,66
K80,2022,부산,질병,22,10,32
K80,2022,서울,질병,124,150,274
K80,2022,인천,질병,1,1,2
K80,2023,광주,질병,39,81,120
K80,2023,대구,질병,26,31,57
K80,2023,대전,질병,26,21,47
K80,2023,부산,질병,35,19,54
K80,2023,서울,질병,183,204,387
K80,2023,인천,질병,3,9,12
K81,2019,광주,질병,25,26,51
K81,2019,대구,질병,16,14,30
K81,2019,대전,질병,19,5,24
K81,2019,부산,질병,16,4,20
K81,2019,서울,질병,52,61,113
K81,2019,인천,질병,1,3,4
K81,2020,광주,질병,13,29,42
K81,2020,대구,질병,11,13,24
K81,2020,대전,질병,24,15,39
K81,2020,서울,질병,64,56,120
K81,2020,인천,질병,1,5,6
K81,2021,광주,질병,41,46,87
K81,2021,대구,질병,11,6,17
K81,2021,대전,질병,26,17,43
K81,2021,부산,질병,8,3,11
K81,2021,서울,질병,44,33,77
K81,2021,인천,질병,1,2,3
K81,2022,광주,질병,40,29,69
K81,2022,대구,질병,10,2,12
K81,2022,대전,질병,22,15,37
K81,2022,부산,질병,7,2,9
K81,2022,서울,질병,58,52,110
K81,2022,인천,질병,1,0,1
K81,2023,광주,질병,32,42,74
K81,2023,대구,질병,9,7,16
K81,2023,대전,질병,32,20,52
K81,2023,부산,질병,15,1,16
K81,2023,서울,질병,47,53,100
K81,2023,인천,질병,0,2,2
K82,2019,광주,질병,1,6,7
K82,2019,대구,질병,5,1,6
K82,2019,대전,질병,0,7,7
K82,2019,부산,질병,9,7,16
K82,2019,서울,질병,33,63,96
K82,2020,광주,질병,1,3,4
K82,2020,대구,질병,5,4,9
K82,2020,대전,질병,6,4,10
K82,2020,서울,질병,43,52,95
K82,2021,광주,질병,1,3,4
K82,2021,대구,질병,1,2,3
K82,2021,대전,질병,1,1,2
K82,2021,부산,질병,1,1,2
K82,2021,서울,질병,40,46,86
K82,2022,광주,질병,1,3,4
K82,2022,대구,질병,1,4,5
K82,2022,대전,질병,1,1,2
K82,2022,부산,질병,1,0,1
K82,2022,서울,질병,30,50,80
K82,2023,광주,질병,1,0,1
K82,2023,대구,질병,2,1,3
K82,2023,대전,질병,1,0,1
K82,2023,부산,질병,4,3,7
K82,2023,서울,질병,41,52,93
K83,2019,광주,질병,7,9,16
K83,2019,대구,질병,12,2,14
K83,2019,부산,질병,13,3,16
K83,2019,서울,질병,56,44,100
K83,2020,광주,질병,8,16,24
K83,2020,대구,질병,5,4,9
K83,2020,대전,질병,3,1,4
K83,2020,서울,질병,75,60,135
K83,2021,광주,질병,6,12,18
K83,2021,대구,질병,9,1,10
K83,2021,대전,질병,4,1,5
K83,2021,부산,질병,14,2,16
K83,2021,서울,질병,37,29,66
K83,2022,광주,질병,12,12,24
K83,2022,대구,질병,8,1,9
K83,2022,대전,질병,1,4,5
K83,2022,부산,질병,10,0,10
K83,2022,서울,질병,46,23,69
K83,2023,광주,질병,8,10,18
K83,2023,대구,질병,0,1,1
K83,2023,대전,질병,6,0,6
K83,2023,부산,질병,5,2,7
K83,2023,서울,질병,63,35,98
K85,2019,광주,질병,11,13,24
K85,2019,대구,질병,11,2,13
K85,2019,대전,질병,6,6,12
K85,2019,부산,질병,24,4,28
K85,2019,서울,질병,25,13,38
K85,2019,인천,질병,0,3,3
K85,2020,광주,질병,3,12,15
K85,2020,대구,질병,7,6,13
K85,2020,대전,질병,9,3,12
K85,2020,서울,질병,17,37,54
K85,2020,인천,질병,0,1,1
K85,2021,광주,질병,4,9,13
K85,2021,대구,질병,5,7,12
K85,2021,대전,질병,5,4,9
K85,2021,부산,질병,9,6,15
K85,2021,서울,질병,10,15,25
K85,2021,인천,질병,1,1,2
K85,2022,광주,질병,7,6,13
K85,2022,대구,질병,5,3,8
K85,2022,대전,질병,4,7,11
K85,2022,부산,질병,11,4,15
K85,2022,서울,질병,12,4,16
K85,2023,광주,질병,3,6,9
K85,2023,대구,질병,5,3,8
K85,2023,대전,질병,5,0,5
K85,2023,부산,질병,6,4,10
K85,2023,서울,질병,21,21,42
K85,2023,인천,질병,0,1,1
K86,2019,광주,질병,6,4,10
K86,2019,대구,질병,6,2,8
K86,2019,대전,질병,2,3,5
K86,2019,부산,질병,2,3,5
K86,2019,서울,질병,11,13,24
K86,2019,인천,질병,0,1,1
K86,2020,광주,질병,12,2,14
K86,2020,대구,질병,6,0,6
K86,2020,대전,질병,1,0,1
K86,2020,서울,질병,18,17,35
K86,2021,광주,질병,6,2,8
K86,2021,대구,질병,6,3,9
K86,2021,대전,질병,3,1,4
K86,2021,부산,질병,4,1,5
K86,2021,서울,질병,5,5,10
K86,2021,인천,질병,0,1,1
K86,2022,광주,질병,10,0,10
K86,2022,대구,질병,8,2,10
K86,2022,대전,질병,3,0,3
K86,2022,부산,질병,5,5,10
K86,2022,서울,질병,4,4,8
K86,2023,광주,질병,8,3,11
K86,2023,대구,질병,7,0,7
K86,2023,대전,질병,1,0,1
K86,2023,부산,질병,5,8,13
K86,2023,서울,질병,7,11,18
K86,2023,인천,질병,1,0,1
K90,2019,서울,질병,2,0,2
K90,2020,대전,질병,0,1,1
K90,2020,서울,질병,1,1,2
K91,2019,광주,질병,1,1,2
K91,2019,대구,질병,5,0,5
K91,2019,대전,질병,2,3,5
K91,2019,부산,질병,7,0,7
K91,2019,서울,질병,89,60,149
K91,2020,광주,질병,2,1,3
K91,2020,대구,질병,11,0,11
K91,2020,대전,질병,3,2,5
K91,2020,서울,질병,77,52,129
K91,2021,광주,질병,2,0,2
K91,2021,대구,질병,2,0,2
K91,2021,대전,질병,6,1,7
K91,2021,부산,질병,5,0,5
K91,2021,서울,질병,77,43,120
K91,2022,광주,질병,1,0,1
K91,2022,대구,질병,1,0,1
K91,2022,대전,질병,2,1,3
K91,2022,부산,질병,4,2,6
K91,2022,서울,질병,79,41,120
K91,2023,대구,질병,1,7,8
K91,2023,대전,질병,6,0,6
K91,2023,부산,질병,5,0,5
K91,2023,서울,질병,86,28,114
K92,2019,광주,질병,13,7,20
K92,2019,대구,질병,13,9,22
K92,2019,대전,질병,6,4,10
K92,2019,부산,질병,34,7,41
K92,2019,서울,질병,74,50,124
K92,2019,인천,질병,0,3,3
K92,2020,광주,질병,11,9,20
K92,2020,대구,질병,10,3,13
K92,2020,대전,질병,10,6,16
K92,2020,서울,질병,56,47,103
K92,2020,인천,질병,0,2,2
K92,2021,광주,질병,9,6,15
K92,2021,대구,질병,10,4,14
K92,2021,대전,질병,12,7,19
K92,2021,부산,질병,40,11,51
K92,2021,서울,질병,43,36,79
K92,2021,인천,질병,0,1,1
K92,2022,광주,질병,5,5,10
K92,2022,대구,질병,11,9,20
K92,2022,대전,질병,6,4,10
K92,2022,부산,질병,16,3,19
K92,2022,서울,질병,63,32,95
K92,2023,광주,질병,7,8,15
K92,2023,대구,질병,11,6,17
K92,2023,대전,질병,4,5,9
K92,2023,부산,질병,23,5,28
K92,2023,서울,질병,46,38,84
K93,2019,서울,질병,1,0,1
K93,2023,서울,질병,0,2,2
L00,2019,광주,질병,0,1,1
L00,2020,광주,질병,0,1,1
L00,2022,광주,질병,0,1,1
L01,2019,광주,질병,0,1,1
L01,2019,서울,질병,2,0,2
L01,2022,서울,질병,1,0,1
L02,2019,광주,질병,5,2,7
L02,2019,대구,질병,6,2,8
L02,2019,대전,질병,6,0,6
L02,2019,부산,질병,3,2,5
L02,2019,서울,질병,33,15,48
L02,2020,광주,질병,6,3,9
L02,2020,대구,질병,9,4,13
L02,2020,대전,질병,8,0,8
L02,2020,서울,질병,26,13,39
L02,2021,대구,질병,6,2,8
L02,2021,대전,질병,3,4,7
